name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
Del Seoul,0.0,"Korean street food makes its way from the trendy trucks to a fast-casual space that gives the people what they crave. All the intoxicating flavors of Korean cuisine are here in finger food form, perfect for sharing or creating your own personal buffet. Choose from the video screens above the counter, take a number, and grab a seat. Bite-sized barbecue tacos are the star of the menu, filled with a variety of meats including kalbi-style braised beef short ribs or panko-breaded sesame-chili shrimp. Both get a topping of bright cilantro-onion slaw on grilled white corn tortillas. Canadian poutine crosses a number of borders when topped with more of those tender short ribs, house-made kimchi, pickled red onions, and a trio of melted cheddar, jack, and crema.",Korean,"2568-2570 N. Clark St., Chicago 60614",18.5,IL,4.5,206,1,58,0,0,18.5,60614
Chicago Cut,0.0,"Chicago Cut is a steakhouse perfectly suited for the City of the Big Shoulders. The finely tailored locale bustles day and night, thanks to being wrapped in windows along the riverfront, sumptuous red leather furnishings, warm wood trim, and a crackerjack service team cementing its steakhouse vibe. Non-meat entrées include cedar-planked salmon with a sriracha-honey glaze, but make no mistake: beef is boss here. Prime steaks, butchered and dry-aged in-house for 35 days, get just the right amount of time under the flame, as is the case with the perfectly cooked-to-order Porterhouse-pre-sliced and plated for each guest. Sides are a must and should include the dome of hashbrowns, creamed spinach redolent of nutmeg, or tender stalks of grilled asparagus.",Steakhouse,"300 N. LaSalle St., Chicago 60654",62.0,IL,4.0,179,3,99,0,0,62.0,60654
Hubbard Inn,0.0,"Handsome from head-to-toe, the Hubbard Inn takes the idea of a classic tavern and dresses it to the nines. Brass-clad globe lights glow above lacquered plank tables in the front bar room, leading to tufted leather couches and fireplaces in the book-lined and Hogwarts-worthy library. The second floor is low-slung and loungy. A wall-sized chalkboard behind the marble bar whets whistles with descriptions of house cocktails. Shareable farm-to-table dishes appeal to nearly every appetite. Kale salad, that ubiquitous menu staple, gets a new twist when tossed with pickled blackberries, candied walnuts, and grated ricotta salata. And, a quartet of juicy, beautifully cooked lamb chops over rustic chickpea purée is brightened by a handful of chopped olives and mint.",Mediterranean,"110 W. Hubbard St., Chicago 60640",37.0,IL,4.0,95,2,19,0,0,37.0,60640
Ai Fiori,1.0,"Elegantly accessed either by a sweeping spiral staircase or the Langham Place hotel elevator, Ai Fiori stands proudly above its busy Fifth Avenue address. Walls of windows and espresso-dark polished wood dominate the space. The Carrara marble bar and lounge furnished with silvery tufted banquettes are ideal for solo diners; large florals, brown leather chairs, and square columns adorn the formal dining room. No matter where you sit, the servers are attentive, the linens are thick, chargers are monogrammed with a goldleaf ""F"" and every last detail is very, very lovely. As one might expect of a Michael White restaurant, pastas here are masterful. Begin with perfectly al dente spaghetti evenly coated in subtly sweet tomato sauce with flakey crabmeat, gently spiced red chilies, and grated bottarga. Fish courses can be even more enticing. Dine on some of the brightest, freshest halibut known to this city, served on an excellent mix of smoky butter beans, chopped pancetta, artichokes, crispy golden croutons, and wonderfully minerally cavolo nero. Finish your meal on a tasty note with a passion fruit curd and mango jelly tartlet along with a crunchy cookie to accompany your cup of strong, hot coffee.",Italian,"400 Fifth Ave., New York 10018",112.5,NY,4.4,154,4,54,1,1,112.5,10018
Pachanga Patterson,0.0,"This unassuming spot for tasty Mexican food with a twist has been a smash from the start. The vibe inside is always a feel-good one, with floor-to-ceiling windows, fairy lights, and quirky artifacts adorning the space. While the décor is subtle, the fuchsia-painted kitchen brims with bold flavors and superb textures as seen in soft tortillas folded with sweet grilled pineapple, spicy habanero salsa, and adobo-marinated shrimp. In a salad of red beets, salty crumbled cotija deliciously offsets those tangy chunks of pickled watermelon; and empanadas are a particular treat, filled with meaty portobellos and creamy potatoes. End with crispy sweetbreads con mole coloradito, redolent of cumin, guajillo, and chocolate, and find yourself thinking-dessert what?",Mexican,"33-17 31st Ave., Astoria 11103",37.0,NY,3.9,34,2,66,0,0,37.0,11103
Maizal,0.0,"This lovely, festive, and downright delicious Mexican restaurant is the perfect reprieve should you need a night off from Staten Island's endless stream of Italian fare. Featuring bright artwork, rustic wood tables, a well-stocked bar and semi-open kitchen, the mood at Maizal is fun and informal, with live music offered on weekends. Kick things off with the house-made guacamole, mashed to order in a molcajete and spiced to request. Then tuck into tender chicken enchiladas rolled in warm handmade corn tortillas and laced with a smoky chile-ancho sauce; or one of the authentic house specials like tikin xic grouper, a subtle Mayan dish where citrus- and annatto-marinated fish is steamed to delicate and mouthwatering perfection in a banana leaf.",Mexican,"990 Bay St., Staten Island 10305",37.0,NY,4.0,26,2,66,0,0,37.0,10305
Colicchio &amp; Sons,0.0,"In front, the Tap Room pours an impressive roster of beers to go with pricey small plates. Beyond this, a dining room mixes chrome and a glass wine wall with leather banquettes and a birds-eye mural of the neighborhood. This layout almost recalls namesake Chef Colicchio's stint behind the stoves at Gramercy Tavern.Those neat stacks of chopped wood resting on polished shelves out front are analogous to the menu's ambition: relaxed, rustic yet very contemporary. Warm Parker House rolls are an auspicious prelude to ivory-pink hamachi set over beets with smoked crème fraîche. Fusilli with wild boar ragù and pecorino is nothing short of excellent. Consider going for the fixed menu; it just may cost less than ordering à la carte by the time the check arrives.",American,"85 Tenth Ave., New York 10011",62.0,NY,4.4,229,3,45,0,0,37.0,10011
Brushstroke,1.0,"The name may not give too much away but as soon as you enter you just know you're in a Japanese restaurant. It's probably all that calming wood-there's enough here of assorted hues and from various sources to excite the woodsman in us all. Or it could be the L-shaped counter behind which chefs go about their work with studied determination; or more probably, it's the sight of graciously polite servers carrying bowls, boards, and cups containing delicate dishes of infinite beauty. This joint venture between David Bouley and Yoshiki Tsuji aims to showcase the beauty, subtlety, harmony, and precision that is Japanese cuisine. This isn't the place for sushi-you go next door for that. Instead, it serves seasonally pertinent dishes that are a joy to behold, but where the art never comes at the expense of taste. The Washu beef sukiyaki, for example, has a wonderful depth of flavor. Desserts, such as sake crème brûlée, have more obvious European parentage but are still light, delicate creations. Indeed, such is the nature of the food here that one can, unlike with many styles of restaurant, still engage in constructive work afterwards.",Japanese,"30 Hudson St., New York 10013",112.5,NY,4.5,65,4,55,1,1,112.5,10013
Helmand Palace,0.0,"A drab exterior and an awkward Van Ness address haven't always worked in Helmand Palace's favor, but the food-savvy know it's one of the Bay Area's best for Afghan cuisine. The well-appointed interior is worlds away from the busy thoroughfare's steady stream of traffic, with linen-draped tables, big blue-cushioned armchairs, and warm, inviting service. Every meal here kicks off with a basket of fluffy flatbread, served with three irresistible dipping sauces. The kaddo, caramelized baby pumpkin and ground beef in a garlic-yogurt sauce, is a perennial favorite, as is the chapendaz, marinated beef tenderloin over a tomato-pepper purée, rice, and lentils. Vegetarians will find numerous dishes to enjoy, all of them just as flavorful as the carnivorous feast.",Afghan,"2424 Van Ness Ave., San Francisco 94109",37.0,CA,4.3,56,2,0,0,0,37.0,94109
Kappou Gomi,0.0,"Sushi-seekers should take a pass, but those yearning for elegant, traditional Japanese food will find kindred spirits at this precious gem. The serene, ultra-minimalist dining room isn't fancy, with only a few shelves of ceramics as décor. But, older Japanese women in traditional garb who run the show are endlessly polite and attentive so long as you're not raising a din-or requesting a spicy tuna roll. If you're able to go with the flow, you'll find much to adore on their menu, like umami-rich wilted mizuna salad with fresh fava beans and bonito sauce, or pale green edamame tofu with fresh cherries, cherry blossom noodles, and a sour-salty cherry paste. The exquisitely moist and flaky black cod, grilled with a slightly sweet sake marinade, is revelatory.",Japanese,"5524 Geary Blvd., San Francisco 94121",37.0,CA,4.5,32,2,55,0,0,37.0,94121
Salinas,0.0,"Salinas is undeniably sexy. Step beyond the wrought-iron gates and squeeze your way past the bar to find the dusky scene. The patio dining room is where fashionistas nestle like pretty young things on button-tufted banquettes amid bunches of pink roses and flickering votives. A retractable glass roof shields the attractive Brazilian walnut floors and limestone walls from outside elements.The Spanish cuisine of Chef Luis Bollo, a native of San Sebastián, sparkles with coastal influences. Tapas are muy creative and include boquerones over delicate toast strips spread with smashed avocado. The fideos negros y crujientes is an ink-stained mound of toasted vermicelli, cuttlefish, and aïoli foam grandly stirred together upon presentation.",Spanish,"136 Ninth Ave., New York 10011",62.0,NY,4.4,82,3,98,0,0,37.0,10011
