name,stars,review,cooking_type,address,usd_avg,State,rev,price
Isla,0.0,"Don't let Isla's plain-Jane décor dissuade you-despite the flimsy curtains and bare-bones dining room, the space is practically bursting with Filipino pride. From the convivial owners and servers, to the bantering patrons getting their fix of Filipino cable TV as they eat, the warmth and love for this Southeast Asian country is clear here. Traditional dishes populate a menu that offers a whirlwind tour of the islands' bold flavors. Tinolang manok, a refreshing take on chicken soup, is redolent with ginger and punctuated by green papaya. Dried taro leaves in laing sa gata lend smokiness to tender, coconut milk-simmered pork and shrimp, and a side of Isla's famous adobo rice, spooned with the classic tart and garlicky pork stew, goes with everything.",Filipino,"2501 W. Lawrence Ave., Unit D, Chicago 60625",18.5,IL,"4.3
85 Google reviews",$ · Southeast Asian Restaurant
Jin Ju,0.0,"A sexy spot on a bustling stretch of North Clark, Jin Ju spins out luscious Korean classics with aplomb. Inside, dim lighting, dark wood furnishings, and luxuriant fuchsia-red walls create a sophisticated coziness, while servers are gracious and attentive. A simply-named house salad showcases the restaurant's modern, accessible Korean ethos, combining meaty pan-seared portobello strips atop delicately bitter green leaf lettuce, torn sesame leaves, cucumbers, and scallions in a funky garlic-soy sauce. Without tableside barbecue grills, fatty pork slabs are sautéed in the kitchen for sweetly caramelized sam gyup sal. Wrapped in sesame leaves with Brussels sprouts, beets, crispy leeks, and a smear of kicky miso paste, the package provides instant gratification.",Korean,"5203 N. Clark St., Chicago 60640",37.0,IL,"4.3
25 Google reviews",Korean Restaurant
Sol de Mexico,0.0,"Far more authentic than the average chips-and-salsa joint, Sol de Mexico brightens the scene and palate with a lively atmosphere (cue the mariachi music!) and delectable house specialties. Walls painted in tropical pinks, blues, and oranges are a cheerful canvas for Dia de los Muertos artifacts. To sample the kitchen's skill, start with sopes surtidos ""xilonen""-four molded masa cups with a variety of fillings like caramelized plantains doused in sour cream or tender black beans topped with crumbly house-made chorizo. Then, move on to the pollo en mole manchamanteles, which translates to ""tablecloth stainer."" Rich and slightly bitter with a comforting nuttiness, the aptly named mahogany sauce begs to be sopped up with freshly made tortillas.",Mexican,"3018 N. Cicero Ave., Chicago 60641",37.0,IL,"4.2
48 Google reviews",Restaurant
Arami,0.0,"Come to this bamboo-clad izakaya, with its comfortable sushi bar and soaring skylights, for impressively rendered small plates and specialty cocktails featuring Japanese spirits. The night's tsukemono can reveal spicy okra, crisp hearts of palm, and sweet burdock root, and the nigiri selection has showcased New Zealand King salmon topped with pickled wasabi root. The robata produces grilled maitakes with Japanese sea salt and black garlic purée; and gani korroke, a crunchy-creamy crab croquette, is plated with togarashi-spiked mayonnaise. Don't turn down the all-ice cream dessert menu, which includes enticing flavors like coconut-cinnamon-banana. It comes nestled in granola-like bits of miso-graham cracker crumble for a finish as sweet as it is unique.",Japanese,"1829 W. Chicago Ave., Chicago 60622",37.0,IL,"4.5
65 Google reviews",$$$ · Japanese Restaurant
Bistronomic,0.0,"Tucked away from the buzz of the Magnificent Mile, Bistronomic is a great place to cool your tired heels. Jaunty red awnings beckon brightly, and the revolving door spins guests into a warm room that's focused on the bonhomie of dining with friends. Oxblood walls, gray banquettes, and a central bar play up the bistro feel, while the kitchen conveys creativity with fresh renditions of tasty classics. Rusticity and elegance come together in a fillet of Lake Superior whitefish that is pan-seared to golden-brown and matched with spring ratatouille, preserved lemon, and puréed eggplant. Exquisitely crisp feuilletine is a glamorous upgrade to the classic Kit Kat bar, folded with hazelnuts, bittersweet chocolate, and finished with a sweet-tart orange sauce.",French,"840 N. Wabash Ave., Chicago 60611",37.0,IL,"4.0
43 Google reviews",$$$ · Bistro
Chicago Kalbi,0.0,"Take me out to the ballgame-or the Korean barbecue joint where a ballplayer would feel right at home. At this quirky spot, autographed baseballs line the shelves, while photographs and posters of ballplayers paper the walls. But the cluttered décor doesn't deter locals from frequenting this modest yet welcoming joint. Gas grills at each table give off an intoxicatingly savory perfume as patrons take their time searing their choice of well-marbled marinated beef, including the always-popular bulgogi or kalbi, and then cool their mouths with a traditional array of banchan. For those who prefer their meat raw, beef tartare assumes an interesting twist of flavor and texture when folded with Asian pears, sesame seeds, and sesame oil.",Korean,"3752 W. Lawrence Ave., Chicago 60625",37.0,IL,"4.2
30 Google reviews",$$ · Korean Barbecue Restaurant
Fish Bar,0.0,"Chicago may not be known for local seafood, but Fish Bar makes sure to handpick the best from both the Atlantic and Pacific coasts to fill its chilled coffers. A blackboard above the semi-open kitchen lists the fresh daily fish and oyster offerings, ready to be shucked, steamed, fried, and grilled for guests lining up at the wood bar that snakes around the room. The casual menu pays homage to classic coastal fish shacks, yet throws in a few gussied-up items like tartare and octopus à la plancha. Bowls of gumbo stick to the classic recipe with zippy andouille sausage, okra, and chunks of blue crab. The Satchmo po'boy is a mouthful, combining fried rock shrimp and crawfish tails along with slaw and sweet pickles in a traditional, buttery split-top roll.",Seafood,"2956 N. Sheffield Ave., Chicago 60657",37.0,IL,"4.1
96 Google reviews",$$ · Seafood Restaurant
Kanela,0.0,"A comfortable, lived-in setting makes this breakfast club more like a home away from home for many Lakeview residents. The cozy chocolate-brown dining room packs in hungry brunchers on weekends, but the flung-open front windows, efficient kitchen (and a Bloody Mary or two) keep everyone happy. Since Kanela is Greek for ""cinnamon,"" the signature pastry is appropriately loaded with spiced sugar, vanilla frosting, and blueberries. A flight of four kinds of French toast sweetens the deal for indecisive types. But savory brunchers have a host of options too, including the Lorraine scramble with Gruyère, peppered bacon, and sprightly scallions. Brunch cocktails, fresh-squeezed juices and smoothies, as well as Julius Meinl coffee cover all the beverage bases.",American,"3231 N. Clark St., Chicago 60657",18.5,IL,None,None
Del Seoul,0.0,"Korean street food makes its way from the trendy trucks to a fast-casual space that gives the people what they crave. All the intoxicating flavors of Korean cuisine are here in finger food form, perfect for sharing or creating your own personal buffet. Choose from the video screens above the counter, take a number, and grab a seat. Bite-sized barbecue tacos are the star of the menu, filled with a variety of meats including kalbi-style braised beef short ribs or panko-breaded sesame-chili shrimp. Both get a topping of bright cilantro-onion slaw on grilled white corn tortillas. Canadian poutine crosses a number of borders when topped with more of those tender short ribs, house-made kimchi, pickled red onions, and a trio of melted cheddar, jack, and crema.",Korean,"2568-2570 N. Clark St., Chicago 60614",18.5,IL,"4.5
206 Google reviews",$ · Korean Restaurant
Chicago Cut,0.0,"Chicago Cut is a steakhouse perfectly suited for the City of the Big Shoulders. The finely tailored locale bustles day and night, thanks to being wrapped in windows along the riverfront, sumptuous red leather furnishings, warm wood trim, and a crackerjack service team cementing its steakhouse vibe. Non-meat entrées include cedar-planked salmon with a sriracha-honey glaze, but make no mistake: beef is boss here. Prime steaks, butchered and dry-aged in-house for 35 days, get just the right amount of time under the flame, as is the case with the perfectly cooked-to-order Porterhouse-pre-sliced and plated for each guest. Sides are a must and should include the dome of hashbrowns, creamed spinach redolent of nutmeg, or tender stalks of grilled asparagus.",Steakhouse,"300 N. LaSalle St., Chicago 60654",62.0,IL,"4.0
179 Google reviews",$$$ · Steak House
Hubbard Inn,0.0,"Handsome from head-to-toe, the Hubbard Inn takes the idea of a classic tavern and dresses it to the nines. Brass-clad globe lights glow above lacquered plank tables in the front bar room, leading to tufted leather couches and fireplaces in the book-lined and Hogwarts-worthy library. The second floor is low-slung and loungy. A wall-sized chalkboard behind the marble bar whets whistles with descriptions of house cocktails. Shareable farm-to-table dishes appeal to nearly every appetite. Kale salad, that ubiquitous menu staple, gets a new twist when tossed with pickled blackberries, candied walnuts, and grated ricotta salata. And, a quartet of juicy, beautifully cooked lamb chops over rustic chickpea purée is brightened by a handful of chopped olives and mint.",Mediterranean,"110 W. Hubbard St., Chicago 60640",37.0,IL,"4.0
95 Google reviews",$$ · Brunch Restaurant
Mastro's,0.0,"Mastro's may be relatively young on the Windy City's steakhouse scene, but it shows up with the swagger of an old pro. Black SUVs unload VIPs in front of the revolving door, which leads to a gleaming wall of bottles at the gilded bar. Live lounge music may take the level of conversation up a notch, but sip on a shaken martini to blank out the surrounding din. Steaks on screaming hot platters come unadorned unless otherwise listed, and servers will happily rattle off recommendations for toppings, sauces, and crusts. Salads like Mastro's house version, a local favorite stocked with chopped jumbo shrimp and a giant steamed prawn, are hearty (read: oversized), but smaller portions are on offer so you can leave room for the renowned butter cake.",Steakhouse,"520 N. Dearborn St., Chicago 60654",112.5,IL,"4.6
140 Google reviews",$$$ · Restaurant
