name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Baum̩,2,"A bold orange door in an otherwise nondescript single story building along Palo Alto's main thoroughfare marks the entrance to the lovely Baum̩. Do yourself a favor and enter-for Chef Bruno Chemel's progressive fine dining is truly an otherworldly culinary experience. Inside, you'll find an exquisite dining room with a pristine, modernist sensibility and that same beautiful orange hue accenting various walls and fabric room dividers. The kitchen may do only one dinner seating a night, but tables are refreshingly spaced widely for privacy and it's lovely not to be rushed. The service staff only adds to this luxurious and unhurried vibe with their warmth, knowledge, and clear enthusiasm for Chef Chemel's food. Beginning with sublime and seasonal ingredients, the master creator takes his flavor profiles to truly profound levels. Dinner might include a gorgeous little plate of golden Osetra caviar spooned over a creamy panna cotta humming with fennel and tart kiwi; or a bright and perfectly poached Jidori egg yolk paired with creamy polenta, frothy sabayon, smoky meringue and kale ragout. Conclude over a sensational goat cheese-and-parsley root mousse that is studded with pretty pink peppercorns and topped with tiny little crisps of caramel.",Contemporary,"201 S. California Ave., Palo Alto 94306",112.5,CA,4.4,$$$$,French
Farmstead,0,"For a down-home (but still Napa-chic) alternative to the Cal-Ital wine country grind, follow your nose to this Long Meadow Ranch-owned farmhouse, whose intoxicating smoker is parked right in the front yard. The cathedral ceiling, old-school country music, and boisterous locals give Farmstead a permanent buzz; for quieter dining, hit the front terrace. Dishes are laden with ranch-grown products (from veggies to olive oil), utilized in outstanding preparations like a wood-grilled artichoke with sauce gribiche, meatballs with caramelized onions and tomato marmalade, or a smoked chicken sandwich with avocado, sweet onion rings, and a side of herb-fried potatoes. Try the ranch's own wine, or splurge on a fancy bottle at a shockingly reasonable markup.",Californian,"738 Main St., St. Helena 94574",37,CA,,,
Mango on Main,0,"Local Thai favorite Mango on Main has made a mega move to a surprisingly lovely, light-filled space in downtown Napa. (If you see the confusing ""Bangkok Street"" sign out front, you've come to the right place.) Inside, the gleaming kitchen, soft, clubby music, and paper parasols hanging from the ceiling add to the bright, airy feel. Though this charming retreat's cuisine isn't wholly authentic, there's no denying its deliciousness. Highlights include deep-fried spring rolls stuffed with minced pork and shrimp and topped with a sticky plum sauce, and springy Siam egg noodles tossed with Dungeness crab, shiitake mushrooms, and peanut sauce. You'd be smart to keep space for dessert; the deep-fried Nutella-filled wontons are an outright sinful conclusion.",Thai,"1142 Main St., Napa 94559",18.5,CA,,,
Bistro 29,0,"French pride oozes from every pore of this vibrant Breton charmer, where tiny French flags, a replica Eiffel Tower, and signs reading ""I Love Paris"" decorate le petit dining room. With its white tile floors and parchment-topped tables, it's every inch the classic bistro-and Santa Rosa locals wouldn't have it any other way. Savory and sweet galettes (buckwheat cr̻pes) appear on the menu, their bubbly exteriors concealing a rich filling of tender duck confit, spinach, mushrooms, and Gruy̬re. The exquisite seafood cassoulet is satisfying yet light, nestling prawns, mussels, calamari, and crab around buttery flageolet beans in a bright tomato broth. For dessert, a moist sticky toffee pudding, accented",French,"620��5th St., Santa Rosa 95404",37,CA,4,$$,French
Bangkok Jam,0,"Do not be deterred by the plain fa̤ade sandwiched amid retail stores. Inside, this long and narrow space is contemporary and stylish with glittering chandeliers, dark wood tables, and brick wainscoting. A sweet, attentive staff keeps things casual and kid-friendly. Whet the appetite with a plate of crispy vegetable spring rolls stuffed with carrots, cabbage, and onion, served with a tangy sweet and sour dipping sauce. Follow this with organic lemongrass chicken breast, tender and smoky, served over rice and complemented by a duo of spicy lime and sweet tamarind sauces. However, curries are the true standout here, with choices ranging from succulent pumpkin to sweet and spicy mango stewed in coconut red curry with cabbage, peas, carrots, bell peppers, and tofu.",Thai,"1892 Solano Ave., Berkeley 94707",18.5,CA,,,
Thai House,0,"Many a warm evening has been spent on the garden patio of this fantastic Thai restaurant, where potted plants create a leafy retreat. Whether you're dining alfresco or tucked inside the tiny, colorful bungalow, you can be assured of a warm welcome and boldly flavorful food-a secret that's out with the locals, making this house a packed one from noon to night. The consistently outstanding menu makes it hard to go wrong, but you can't miss with the creamy red pumpkin curry, full of tender scallops and prawns and perfectly balanced notes of sweet, spicy, salty, and sour. Other showstoppers may reveal pad prig khing, chicken in a spicy peanut-tamarind sauce, or the aromatic basil tofu, chockablock with fresh vegetables, chili, and garlic.",Thai,"254 Rose Ave., Danville 94526",18.5,CA,,,
Osteria Stellina,0,"Its name is Italian for ""little star,"" and this cutie spot does indeed shine in the heart of tiny Point Reyes Station, a one-horse clapboard town with little more than a filling station and a post office to its name. But the Wild West it's not: this frontier village is Marin-chic, and its saloon is a soothing retreat with soft sage walls, wide windows, and local produce on the menu. You'll taste the difference in the pillowy house-made focaccia, the soothing chicken brodo, and the crisp salad of little gem lettuce with blue cheese, toasted walnuts, and honeycrisp apples. Organic, grass-fed beef stew is packed with spices and served over herbed polenta. Finish with a chocolate sponge cake with mocha mousse that's as unforgettable as the setting.",Italian,"11285 Hwy. 1, Point Reyes Station 94956",62,CA,4.2,$$$,Italian
R'Noh Thai,0,"Generous portions and thoughtful preparations are the key ingredients at this Thai restaurant, which occupies a long wooden building overlooking a small creek. The interior is warm and inviting, with bright skylights, oil paintings of water lilies, and a fireplace crackling away. R'Noh's popularity is most evident at lunch, when local business people drop in for the daily special of a light curry with salad and rice. Ginger chicken, packed with mushrooms and tender meat, is a more mild but still flavorful option. The menu expands slightly at dinner, offering delicious plates like a crispy shrimp roll filled with plump prawns. Highly attentive servers can recommend a wine from the short list, or try their supremely thirst-quenching homemade lemonade.",Thai,"1000 Magnolia Ave., Larkspur 94939",18.5,CA,,,
Bun Bo Hue An Nam,0,"Take a hint from the local Vietnamese families and head into this second San Jose outpost, a slightly more contemporary version of the original. Inside, walls hang with flat screens showing Vietnamese TV, and wooden tables and chairs sit atop tiled floors. As the name suggests, bun bo hue soup is the specialty here, though it may be a pleasure limited to intrepid diners. This spicy beef noodle soup blazes with chili oil, lemongrass, scallions, and cilantro, yet remains slightly gamey and rich with ample portions of tripe, tendon, and congealed pork blood. An array of pho is also a popular choice. Folks can be found slurping down pho dac biet, a fragrant star anise and lemongrass broth overflowing with meat, served with lime, basil, and chilies.",Vietnamese,"2060 Tully Rd., San Jose 95122",18.5,CA,,,
DishDash,0,"Dining on the run is certainly possible at this Middle Eastern favorite on historic Murphy Avenue-just ask the tech types flooding the to-go counter to bring food back to their desks. Families and small groups congregate in the colorful dining room. But you might want to linger on the front sidewalk patio, all the better to people-watch while savoring a bright, tangy, and healthy tabbouleh salad, or indulging in the tender-crisp falafel, redolent of spices, topped with whipped tahini. Served on griddled bread and topped with garlicky yogurt-parsley sauce, wraps like the incredibly tender, smoky, and juicy lamb shawarma are full-flavored and downright memorable. For dessert, try the m'halabieh, a floral rosewater and creamy pistachio pudding.",Middle Eastern,"190 S. Murphy Ave., Sunnyvale 94086",37,CA,,,
Hachi Ju Hachi,0,"Through a refined small plates menu of traditional washoku cuisine, Chef Jin Suzuki shows true dedication to his craft. Dishes are subdued and delicate, celebrating just a few ingredients, like soft morsels of eggplant marinated in sweet miso-mirin. Crunchy salads may toss large pieces of cucumber and bamboo shoots in an earthy and tangy fermented barley-miso vinaigrette. Simple pleasures underscore the gyu-niku teriyaki, served as slices of tender marinated filet of beef with enticing salty-smoky flavors. The restaurant itself is a serene space filled with blonde wood furnishings and a long counter facing the kitchen. After a kaiseki meal here, take the chef's invitation to sign the wall, or just peruse the names of those who went before you.",Japanese,"14480 Big Basin Way, Saratoga 95070",37,CA,4.5,$$,Japanese
Jang Su Jang,0,"Smoky Korean barbecue, luscious soft tofu stews, and enormous seafood pancakes are among the standards at this Santa Clara classic and Koreatown star. Its strip-mall fa̤ade may not seem enticing, but the interior is classier than expected, thanks to granite tables equipped with grill tops and ventilation hoods, and a glass-enclosed exhibition kitchen located in the back. This is fiery flavored cuisine for gourmands who can stand the heat. A heavy-handed dose of kimchi flavors soft beef and pork dumplings, while the fierce red chili paste that slicks garlicky slices of marinated pork may actually cook the meat in daeji bulgogi. Cool down with mul naeng myun, a cold beef broth with tender, nutty buckwheat noodles, and a pot of bori cha.",Korean,"3561 El Camino Real, Ste.10, Santa Clara 95051",37,CA,4.4,$$,Korean
